city,location_code,daily_energy_consumption_kwh,roof_area_sqm,load_shedding_hours,solar_irradiance_kwh_per_m2,sun_hours,avg_temp_c,recommended_system_size_kw,estimated_cost_pkr
Bahawalpur,BWP,10.475068871585899,42.07761219121846,8,5.5,5.5,29,2.6,416058.0
Hyderabad,HYD,22.06037263388354,30.228859209289656,6,5.7,5.7,31,5.54,885868.0
Multan,MUL,28.47478962237276,20.73933213908968,2,5.6,5.6,30,6.72,1074902.0
Islamabad,ISB,23.957180596189318,45.09135732231198,12,4.9,4.9,25,6.61,1057249.0
Islamabad,ISB,22.241526956208006,23.850497798440845,12,4.9,4.9,25,5.87,938567.0
Peshawar,PEW,29.614616773227453,47.354557086183405,10,5.1,5.1,27,7.21,1154325.0
Karachi,KHI,26.180586855212216,41.04497304395498,2,5.8,5.8,32,6.14,983154.0
Multan,MUL,26.883269499180347,33.90866223030349,10,5.6,5.6,30,6.46,1034389.0
Peshawar,PEW,16.75512762037666,47.94436977790042,12,5.1,5.1,27,4.51,722206.0
Hyderabad,HYD,28.10527838707952,49.43134586763397,8,5.7,5.7,31,7.02,1123932.0
Multan,MUL,23.389753667541523,29.207932189436978,2,5.6,5.6,30,5.27,842652.0
Bahawalpur,BWP,15.547138115432313,40.008079556117195,0,5.5,5.5,29,3.77,602901.0
Karachi,KHI,22.75683055974679,44.637782611185365,2,5.8,5.8,32,5.33,852552.0
Hyderabad,HYD,17.268619395934024,45.16518010295811,4,5.7,5.7,31,3.89,622573.0
Quetta,QTA,12.234849313988196,23.056362924186697,4,5.4,5.4,24,2.72,434538.0
Hyderabad,HYD,26.051165093106402,42.80104705409522,6,5.7,5.7,31,6.84,1095146.0
Karachi,KHI,15.532692712508911,36.39429083076129,12,5.8,5.8,32,3.63,580652.0
Hyderabad,HYD,24.646224085752774,37.47305230664888,6,5.7,5.7,31,5.62,899752.0
Hyderabad,HYD,28.851513452318056,31.897717231589894,8,5.7,5.7,31,6.59,1053608.0
Bahawalpur,BWP,19.55979277996795,23.284729176633864,12,5.5,5.5,29,4.61,738257.0
Lahore,LHR,14.249284558889439,49.84324863721719,8,5.2,5.2,28,3.84,613609.0
Karachi,KHI,17.696258903853796,27.81209326363725,6,5.8,5.8,32,4.38,701581.0
Multan,MUL,27.648502309094397,40.682514016139734,0,5.6,5.6,30,6.75,1080681.0
Islamabad,ISB,23.26498956126611,29.17440533850992,0,4.9,4.9,25,5.97,954838.0
Hyderabad,HYD,15.228553920110475,38.067689071317716,2,5.7,5.7,31,3.65,583231.0
Hyderabad,HYD,25.091662460507198,22.12374308033523,2,5.7,5.7,31,6.06,969047.0
Bahawalpur,BWP,14.598646775557398,20.575036625749334,4,5.5,5.5,29,3.62,578988.0
Lahore,LHR,8.726262589807199,48.618102575792264,0,5.2,5.2,28,2.3,367317.0
Islamabad,ISB,12.790035793024536,38.63679591440502,8,4.9,4.9,25,3.34,534072.0
Karachi,KHI,18.638640885485085,20.439413818174604,2,5.8,5.8,32,4.29,685692.0
Bahawalpur,BWP,12.578332761120201,42.611605296863885,4,5.5,5.5,29,3.3,527459.0
Hyderabad,HYD,27.691684301560592,37.217874083689466,2,5.7,5.7,31,6.95,1112428.0
Islamabad,ISB,28.055924101586463,47.84042710188143,8,4.9,4.9,25,7.84,1254418.0
Karachi,KHI,8.051114934902467,49.51792820427207,0,5.8,5.8,32,1.93,308993.0
Islamabad,ISB,18.071708516302547,27.768848150749257,0,4.9,4.9,25,4.44,709859.0
Karachi,KHI,12.32667911258676,48.418999982602,2,5.8,5.8,32,2.83,452280.0
Peshawar,PEW,12.185014478043026,35.62657348102037,6,5.1,5.1,27,3.26,522164.0
Bahawalpur,BWP,9.562823270873507,44.549234530259085,6,5.5,5.5,29,2.48,396118.0
Bahawalpur,BWP,17.31660420348532,33.571002776197105,8,5.5,5.5,29,4.12,659780.0
Peshawar,PEW,26.480414302255365,36.34946834300054,6,5.1,5.1,27,7.39,1182260.0
Hyderabad,HYD,13.046657047396405,26.54909335434537,6,5.7,5.7,31,2.86,457504.0
Quetta,QTA,8.388740985499545,23.083047279493453,2,5.4,5.4,24,2.17,347524.0
Quetta,QTA,11.093022199814044,32.743500245725585,0,5.4,5.4,24,2.72,435821.0
Multan,MUL,12.035320156955033,20.205222444450907,10,5.6,5.6,30,2.71,433480.0
Peshawar,PEW,14.05054499473155,26.708378593779944,4,5.1,5.1,27,3.82,611077.0
Multan,MUL,25.97635618166875,33.45039411573901,8,5.6,5.6,30,5.65,904356.0
Islamabad,ISB,20.615500157824542,22.950347647706394,2,4.9,4.9,25,5.07,810785.0
Islamabad,ISB,11.845188267248545,46.24230948969698,0,4.9,4.9,25,3.15,503358.0
Karachi,KHI,13.895939871456315,47.36624710344577,8,5.8,5.8,32,3.56,569720.0
Karachi,KHI,23.863202539753182,27.714570533272877,2,5.8,5.8,32,5.46,874243.0
Karachi,KHI,18.070363977656694,22.866773118750057,12,5.8,5.8,32,4.09,654672.0
Bahawalpur,BWP,28.579346137867752,49.39410606142815,2,5.5,5.5,29,6.62,1058852.0
Multan,MUL,20.751128003078826,47.37815080649331,6,5.6,5.6,30,4.99,799187.0
Karachi,KHI,8.154944121731122,44.16488138096733,8,5.8,5.8,32,1.95,312737.0
Peshawar,PEW,13.209546880035962,22.5188769034018,2,5.1,5.1,27,3.24,518597.0
Peshawar,PEW,21.86385186751491,49.65471453460414,8,5.1,5.1,27,5.55,887293.0
Peshawar,PEW,25.198037758104707,26.112664575498314,8,5.1,5.1,27,6.49,1038268.0
Hyderabad,HYD,10.03562819606782,31.982968370925633,4,5.7,5.7,31,2.21,353499.0
Multan,MUL,27.93422043096937,24.13202296663426,12,5.6,5.6,30,7.26,1161028.0
Lahore,LHR,8.407687139075332,24.308641342064487,6,5.2,5.2,28,2.18,348543.0
Karachi,KHI,13.361580661895538,29.1768443978456,8,5.8,5.8,32,2.92,467267.0
Karachi,KHI,9.390028130924982,38.33424569633738,4,5.8,5.8,32,2.3,367808.0
Hyderabad,HYD,9.555325380056056,30.846205632888697,12,5.7,5.7,31,2.16,344842.0
Islamabad,ISB,29.91693884698205,34.23600687867322,10,4.9,4.9,25,7.98,1276876.0
Peshawar,PEW,21.099125635642384,46.59786324507195,0,5.1,5.1,27,5.77,922735.0
Peshawar,PEW,21.294697236072537,38.90056041856482,2,5.1,5.1,27,5.67,907735.0
Peshawar,PEW,8.366774113191928,46.20602792735644,4,5.1,5.1,27,2.07,331800.0
Hyderabad,HYD,12.653148484198898,42.08106201278197,6,5.7,5.7,31,3.09,494761.0
Quetta,QTA,29.114405872163324,45.54744200051712,0,5.4,5.4,24,7.29,1166636.0
Islamabad,ISB,16.949022468584115,42.87083641121518,4,4.9,4.9,25,4.34,694704.0
Bahawalpur,BWP,12.391833768518186,42.51632491261213,6,5.5,5.5,29,3.35,535302.0
Lahore,LHR,11.201380608523348,46.33935147498977,0,5.2,5.2,28,2.97,474978.0
Karachi,KHI,11.913449292158992,30.551603340369567,2,5.8,5.8,32,2.66,425649.0
Peshawar,PEW,9.524771006842487,37.34655143669869,8,5.1,5.1,27,2.56,410377.0
Lahore,LHR,19.907240717544262,21.58722299811993,2,5.2,5.2,28,5.0,800569.0
Karachi,KHI,9.226015685421658,47.351835450248984,8,5.8,5.8,32,2.12,339227.0
Lahore,LHR,10.874797869091772,28.729981686939894,10,5.2,5.2,28,2.81,450120.0
Hyderabad,HYD,27.897961854374866,20.022431251115933,2,5.7,5.7,31,6.45,1031943.0
Karachi,KHI,9.796954827059787,26.531746963967066,2,5.8,5.8,32,2.55,407881.0
Hyderabad,HYD,26.29794188871197,33.89598308926762,2,5.7,5.7,31,6.83,1093283.0
Hyderabad,HYD,27.770689434158605,33.69526566024599,2,5.7,5.7,31,6.68,1068304.0
Lahore,LHR,21.7049889720344,33.406225856013165,8,5.2,5.2,28,5.5,879317.0
Peshawar,PEW,16.939309081202893,47.79756149655144,4,5.1,5.1,27,4.4,704671.0
Karachi,KHI,17.21631974544421,35.51816509262932,12,5.8,5.8,32,4.22,675310.0
Islamabad,ISB,10.408612053517867,48.975100064227505,6,4.9,4.9,25,2.63,420736.0
Peshawar,PEW,22.25666699721471,27.363633876167913,10,5.1,5.1,27,5.95,952795.0
Peshawar,PEW,21.518988125614236,46.77407281856035,8,5.1,5.1,27,5.62,899233.0
Lahore,LHR,15.280124847164295,27.448624388925378,4,5.2,5.2,28,3.95,631638.0
Karachi,KHI,12.66578722450231,27.169930406346538,10,5.8,5.8,32,2.91,466106.0
Quetta,QTA,17.044800121706345,27.029751969515804,4,5.4,5.4,24,4.04,646440.0
Bahawalpur,BWP,15.514548514694495,30.155206382764185,12,5.5,5.5,29,3.71,593646.0
Karachi,KHI,22.965515143268227,44.76319687245886,2,5.8,5.8,32,5.36,857865.0
Karachi,KHI,16.11195342035861,43.0919425489064,0,5.8,5.8,32,3.54,566380.0
Lahore,LHR,16.807845790476275,48.41458808019064,10,5.2,5.2,28,4.19,670540.0
Peshawar,PEW,27.74571118348585,47.232837309505356,2,5.1,5.1,27,7.26,1162004.0
Peshawar,PEW,12.743414835346986,44.411308122719234,2,5.1,5.1,27,3.43,548152.0
Hyderabad,HYD,11.252753632972443,48.22628802484127,8,5.7,5.7,31,2.56,409466.0
Islamabad,ISB,20.48375057651105,31.310231358762337,12,4.9,4.9,25,6.1,975332.0
Multan,MUL,29.62292259281925,36.094111735654195,4,5.6,5.6,30,7.4,1183680.0
Quetta,QTA,13.671126740487809,41.04090680931324,4,5.4,5.4,24,3.41,545459.0
Multan,MUL,15.51684062400599,48.59949116602881,8,5.6,5.6,30,3.79,606414.0
Multan,MUL,23.70153769088756,44.54436743383404,6,5.6,5.6,30,5.65,904490.0
Bahawalpur,BWP,12.624223311814621,29.703285653005903,4,5.5,5.5,29,3.37,538556.0
Lahore,LHR,19.80356338465586,45.79822142550228,4,5.2,5.2,28,4.8,768416.0
Islamabad,ISB,22.147341857880654,42.87602113326604,2,4.9,4.9,25,6.13,981485.0
Hyderabad,HYD,13.857093032973825,20.940280065766,10,5.7,5.7,31,2.74,438249.0
Hyderabad,HYD,27.061923391478913,35.62646535342533,6,5.7,5.7,31,6.37,1019359.0
Peshawar,PEW,25.93033696687526,27.82025473221781,8,5.1,5.1,27,6.98,1116377.0
Lahore,LHR,10.241618587374163,20.47760801788396,2,5.2,5.2,28,2.58,412391.0
Multan,MUL,29.138247175764146,47.0860407029645,12,5.6,5.6,30,7.17,1146721.0
Hyderabad,HYD,15.041247991476402,42.894501732366834,2,5.7,5.7,31,3.3,527347.0
Lahore,LHR,16.47233470577825,32.53651989852829,8,5.2,5.2,28,4.18,669031.0
Bahawalpur,BWP,10.573627020475666,33.59802382265064,8,5.5,5.5,29,2.43,389024.0
Hyderabad,HYD,20.789062433951173,22.36789565115237,8,5.7,5.7,31,4.87,778959.0
Lahore,LHR,15.891994430014172,35.8780234443077,10,5.2,5.2,28,4.23,676021.0
Islamabad,ISB,25.530954546076202,30.22899690387454,2,4.9,4.9,25,7.37,1178727.0
Quetta,QTA,20.192128322105404,37.63706974684443,8,5.4,5.4,24,4.98,796367.0
Hyderabad,HYD,20.600995214216397,27.15011631883991,4,5.7,5.7,31,4.97,795508.0
Lahore,LHR,10.350061845207794,27.16535481210821,8,5.2,5.2,28,2.97,475393.0
Islamabad,ISB,14.712193110029585,25.06577868101106,8,4.9,4.9,25,3.72,594650.0
Quetta,QTA,15.10919478014718,36.32325871818406,10,5.4,5.4,24,3.68,589132.0
Peshawar,PEW,14.566848157649192,40.17085573796583,4,5.1,5.1,27,3.54,566818.0
Lahore,LHR,18.94536139123754,28.27846484471563,0,5.2,5.2,28,4.69,749735.0
Karachi,KHI,9.685692843828459,39.92099099333953,10,5.8,5.8,32,2.39,381680.0
Lahore,LHR,23.900910872237503,48.3592112075491,8,5.2,5.2,28,6.0,959986.0
Karachi,KHI,20.835376733170005,33.87830909770935,0,5.8,5.8,32,4.86,778136.0
Hyderabad,HYD,26.060222699486005,32.86653168184131,4,5.7,5.7,31,6.02,963271.0
Quetta,QTA,14.199541708722833,28.02581090745027,10,5.4,5.4,24,3.36,537250.0
Bahawalpur,BWP,10.721198713502737,37.4982859141729,4,5.5,5.5,29,2.6,415559.0
Lahore,LHR,15.073726194443498,21.039521294420513,10,5.2,5.2,28,4.04,646965.0
Peshawar,PEW,17.978601811533846,21.141475349302727,10,5.1,5.1,27,4.45,712540.0
Karachi,KHI,19.617497780505737,26.062428082595623,6,5.8,5.8,32,4.64,742772.0
Peshawar,PEW,24.005801399063138,23.454673622086112,12,5.1,5.1,27,6.47,1035280.0
Quetta,QTA,22.673245476717998,26.021385287413764,8,5.4,5.4,24,5.37,859618.0
Karachi,KHI,21.65225063451609,39.150501953921925,10,5.8,5.8,32,5.0,799419.0
Karachi,KHI,10.464257687500524,45.48393289785666,4,5.8,5.8,32,2.14,342973.0
Islamabad,ISB,24.288322532702434,23.540180798581247,2,4.9,4.9,25,6.43,1029457.0
Quetta,QTA,10.095476547403129,20.824116875389546,2,5.4,5.4,24,2.56,409423.0
Quetta,QTA,22.79817555758938,25.20188198618358,12,5.4,5.4,24,5.67,907373.0
Hyderabad,HYD,19.117780701232174,40.39915130268129,0,5.7,5.7,31,4.67,746671.0
Islamabad,ISB,22.644311013771116,34.80439994218633,6,4.9,4.9,25,6.45,1032645.0
Peshawar,PEW,8.348740529101278,41.89770557857463,8,5.1,5.1,27,2.17,347904.0
Lahore,LHR,12.503827986899976,36.9955449676349,8,5.2,5.2,28,2.94,469768.0
Karachi,KHI,14.65771002443261,33.79945009034303,0,5.8,5.8,32,3.89,622076.0
Islamabad,ISB,27.413002101763347,37.150366350492156,2,4.9,4.9,25,7.97,1274656.0
Karachi,KHI,23.907256760127254,35.23256455587993,12,5.8,5.8,32,5.43,868355.0
Hyderabad,HYD,25.659342917392475,43.64105448725066,4,5.7,5.7,31,5.74,917988.0
Bahawalpur,BWP,10.983785552160896,24.3688594011627,8,5.5,5.5,29,2.66,425581.0
Bahawalpur,BWP,28.6245857927803,40.75782089799776,10,5.5,5.5,29,6.93,1108710.0
Bahawalpur,BWP,13.355737568839036,45.265811926193436,0,5.5,5.5,29,3.26,521176.0
Quetta,QTA,16.855579820783127,47.60120157637711,10,5.4,5.4,24,4.27,682433.0
Karachi,KHI,9.989217511416536,48.435697017609826,6,5.8,5.8,32,2.07,330942.0
Peshawar,PEW,9.126934520894892,34.89546266691815,8,5.1,5.1,27,2.37,378429.0
Multan,MUL,16.821347187143736,30.52129363976253,8,5.6,5.6,30,3.95,631233.0
Bahawalpur,BWP,16.064126122342977,31.20059483095495,0,5.5,5.5,29,3.8,607230.0
Multan,MUL,25.56597711112619,41.2168498500627,6,5.6,5.6,30,5.95,951294.0
Quetta,QTA,21.820545136046967,23.641157736458588,6,5.4,5.4,24,5.71,913419.0
Karachi,KHI,25.17500564313297,31.707156487519853,12,5.8,5.8,32,5.74,917769.0
Peshawar,PEW,11.838966700755014,31.36110066743478,6,5.1,5.1,27,3.09,495165.0
Islamabad,ISB,22.172686351771596,39.52173153001401,4,4.9,4.9,25,6.52,1042786.0
Quetta,QTA,10.086682251569435,36.32378005889303,2,5.4,5.4,24,2.36,377414.0
Lahore,LHR,24.652390592794305,38.20148605910012,8,5.2,5.2,28,6.53,1044393.0
Peshawar,PEW,20.250451283185303,46.7561939002523,12,5.1,5.1,27,5.53,884439.0
Bahawalpur,BWP,15.210438969714819,23.468168318345366,6,5.5,5.5,29,4.08,653257.0
Multan,MUL,22.808449658739633,49.72246428179656,2,5.6,5.6,30,5.67,907762.0
Islamabad,ISB,26.733817781754365,24.698384446779496,0,4.9,4.9,25,7.61,1217174.0
Peshawar,PEW,29.591271348284554,22.921301873240125,6,5.1,5.1,27,7.7,1232471.0
Multan,MUL,28.699357939512662,40.12594661005718,12,5.6,5.6,30,6.86,1097837.0
Karachi,KHI,29.15548068553223,43.25245401017358,10,5.8,5.8,32,6.46,1033341.0
Peshawar,PEW,21.34944370806941,45.48409704750987,12,5.1,5.1,27,5.65,903774.0
Islamabad,ISB,9.37377404942633,31.518410267124658,10,4.9,4.9,25,2.71,433681.0
Bahawalpur,BWP,11.115579389705578,23.074889875676384,0,5.5,5.5,29,2.66,425758.0
Quetta,QTA,16.56756296170881,48.551072191716116,8,5.4,5.4,24,3.98,637289.0
Hyderabad,HYD,27.098159517075384,46.437520450456695,6,5.7,5.7,31,6.72,1075656.0
Karachi,KHI,14.853270578307693,43.48770842772717,12,5.8,5.8,32,3.59,574502.0
Islamabad,ISB,21.886137717321567,24.908494662276652,10,4.9,4.9,25,5.86,937103.0
Karachi,KHI,19.570824691832108,44.263983335034524,0,5.8,5.8,32,4.5,719942.0
Lahore,LHR,19.533603851830208,40.121819763278026,8,5.2,5.2,28,5.08,812869.0
Multan,MUL,20.362858419851264,29.436924527820956,8,5.6,5.6,30,4.81,770018.0
Karachi,KHI,23.07013390658993,41.232596228161945,8,5.8,5.8,32,4.75,759486.0
Hyderabad,HYD,17.73138007710474,40.060126546936786,0,5.7,5.7,31,4.29,686301.0
Islamabad,ISB,23.01718415518872,46.144656252721646,0,4.9,4.9,25,6.49,1037754.0
Karachi,KHI,10.0767444698849,23.77117719536347,0,5.8,5.8,32,2.68,428327.0
Bahawalpur,BWP,24.773779482660203,47.00936718723473,6,5.5,5.5,29,6.23,996132.0
Quetta,QTA,21.979414255465382,44.17291754879994,6,5.4,5.4,24,5.08,813000.0
Bahawalpur,BWP,27.100467667137536,32.42394543737295,0,5.5,5.5,29,6.71,1072995.0
Hyderabad,HYD,29.305220871008974,36.21658026166773,0,5.7,5.7,31,6.67,1067813.0
Karachi,KHI,28.790376073466867,40.208294959900854,6,5.8,5.8,32,7.34,1174009.0
Karachi,KHI,20.807185661924322,30.703114710477536,12,5.8,5.8,32,4.95,792046.0
Bahawalpur,BWP,19.081827560979036,44.90608653037286,6,5.5,5.5,29,4.35,695201.0
Bahawalpur,BWP,28.06856656748201,26.280451981522965,8,5.5,5.5,29,6.96,1113556.0
Quetta,QTA,24.30879158371677,44.828307840474594,2,5.4,5.4,24,6.07,971511.0
Peshawar,PEW,23.183763553295307,39.36787618249426,12,5.1,5.1,27,6.33,1013491.0
Quetta,QTA,24.123303963445764,35.25066462693777,10,5.4,5.4,24,5.7,911382.0
Karachi,KHI,17.389388188266224,39.462054166272026,6,5.8,5.8,32,4.19,670397.0
Islamabad,ISB,21.9425899181874,24.215219093257797,6,4.9,4.9,25,5.97,954622.0
Bahawalpur,BWP,17.76020647356859,47.562419144127546,8,5.5,5.5,29,3.92,626830.0
Lahore,LHR,20.073156903786256,43.88857048828403,2,5.2,5.2,28,5.06,810102.0
Hyderabad,HYD,17.102123746767255,28.97745257780481,6,5.7,5.7,31,4.15,663780.0
Karachi,KHI,12.582108853378006,26.156602618822156,12,5.8,5.8,32,2.71,433394.0
Karachi,KHI,27.49028651775535,43.24785416917865,12,5.8,5.8,32,6.18,988946.0
Karachi,KHI,25.54140972429918,28.08253667988715,6,5.8,5.8,32,5.67,906908.0
Hyderabad,HYD,20.908458617281546,23.08715265026002,8,5.7,5.7,31,4.88,780408.0
Karachi,KHI,16.51941306047645,43.532169968252006,10,5.8,5.8,32,4.1,655864.0
Islamabad,ISB,13.547167028456759,34.724309038041284,8,4.9,4.9,25,3.81,609015.0
Peshawar,PEW,21.59306639706481,39.97573298648832,12,5.1,5.1,27,5.16,824952.0
Bahawalpur,BWP,13.552837728727328,39.70445693265347,10,5.5,5.5,29,3.32,531508.0
Quetta,QTA,11.168070926236087,49.98403682607741,10,5.4,5.4,24,2.66,424983.0
Hyderabad,HYD,21.286249760569003,21.487805246602584,2,5.7,5.7,31,4.97,795619.0
Lahore,LHR,8.72284735028872,34.97509499787985,12,5.2,5.2,28,2.25,360124.0
Islamabad,ISB,8.903812029022216,30.418654229170933,6,4.9,4.9,25,2.39,382799.0
Bahawalpur,BWP,23.094005386756713,48.46371493075755,2,5.5,5.5,29,6.13,980688.0
Multan,MUL,19.83866222087589,22.116501911296837,4,5.6,5.6,30,4.69,751067.0
Lahore,LHR,24.859728172262585,39.73849733613777,2,5.2,5.2,28,6.82,1091542.0
Lahore,LHR,23.707074853024974,47.7397582874674,8,5.2,5.2,28,6.01,960861.0
Lahore,LHR,10.575417085600979,35.84533164269051,8,5.2,5.2,28,2.82,451151.0
Multan,MUL,21.6966587523212,20.30140943164495,10,5.6,5.6,30,5.53,884246.0
Bahawalpur,BWP,18.80926950206688,48.51510684767405,4,5.5,5.5,29,4.94,790614.0
Peshawar,PEW,9.447560791495258,41.17955798152455,12,5.1,5.1,27,2.4,383545.0
Lahore,LHR,16.55084451476091,33.311043410890036,6,5.2,5.2,28,4.19,670263.0
Quetta,QTA,19.53492864348266,48.88873983945889,12,5.4,5.4,24,4.81,769063.0
Lahore,LHR,29.634518850132597,45.2332192681661,0,5.2,5.2,28,7.66,1224869.0
Quetta,QTA,15.675149165316387,47.69506135262538,0,5.4,5.4,24,3.89,622294.0
Peshawar,PEW,8.67007177755093,22.72629615108945,8,5.1,5.1,27,2.33,373236.0
Karachi,KHI,12.607188758080794,36.11250366770311,2,5.8,5.8,32,2.83,453263.0
Quetta,QTA,21.800911014225775,34.15096300673628,8,5.4,5.4,24,5.27,842973.0
Multan,MUL,26.884126947832485,26.97811586446268,4,5.6,5.6,30,6.74,1078336.0
Bahawalpur,BWP,15.174333246053456,26.61313654677842,0,5.5,5.5,29,3.83,612066.0
Multan,MUL,9.349565238645097,41.43687038279469,6,5.6,5.6,30,2.1,335219.0
Karachi,KHI,29.35220275602691,36.76859720811131,8,5.8,5.8,32,6.73,1077503.0
Lahore,LHR,23.319973515726673,40.15928413781153,10,5.2,5.2,28,5.45,872775.0
Karachi,KHI,24.35925538633359,42.50815488415316,0,5.8,5.8,32,6.31,1010262.0
Peshawar,PEW,13.691511547134308,20.776882107484553,12,5.1,5.1,27,3.7,591336.0
Islamabad,ISB,20.187338897322046,20.048035626470863,6,4.9,4.9,25,5.22,835309.0
Quetta,QTA,22.88238715683304,25.697982986910773,10,5.4,5.4,24,5.49,878969.0
Peshawar,PEW,10.567160638589796,39.68004063959328,12,5.1,5.1,27,2.98,476366.0
Peshawar,PEW,17.951766846531758,25.08267206279741,0,5.1,5.1,27,4.23,676016.0
Multan,MUL,29.444936555249086,44.76810274721045,6,5.6,5.6,30,7.24,1159109.0
Islamabad,ISB,27.397597332048864,48.257167617812605,12,4.9,4.9,25,7.38,1181255.0
Hyderabad,HYD,9.905634738803268,40.07462466604552,10,5.7,5.7,31,2.46,394121.0
Multan,MUL,12.20336706561988,43.71540822600943,10,5.6,5.6,30,2.77,443428.0
Bahawalpur,BWP,23.292635950806883,38.487219479918366,0,5.5,5.5,29,5.41,865235.0
Hyderabad,HYD,8.640723269760317,43.07323230521898,4,5.7,5.7,31,2.11,338363.0
Lahore,LHR,17.819800747458373,36.5207147441194,12,5.2,5.2,28,4.83,773465.0
Lahore,LHR,18.443864796820684,27.751779436111104,6,5.2,5.2,28,4.61,737529.0
Hyderabad,HYD,27.79121308479119,43.45797739364627,12,5.7,5.7,31,6.62,1058882.0
Multan,MUL,9.256084731217447,40.18477665674253,2,5.6,5.6,30,2.26,361504.0
Hyderabad,HYD,22.5812861203606,37.70512320949232,12,5.7,5.7,31,5.75,920567.0
Bahawalpur,BWP,19.53901263281748,39.55604280942818,4,5.5,5.5,29,4.74,758387.0
Karachi,KHI,24.87775580587934,49.18066229783256,2,5.8,5.8,32,5.89,942505.0
Karachi,KHI,24.352478454929688,33.143349530998854,6,5.8,5.8,32,5.87,938625.0
Peshawar,PEW,20.08518003409233,47.893751678915095,0,5.1,5.1,27,4.88,781445.0
Bahawalpur,BWP,21.413159347490495,27.676176224366383,2,5.5,5.5,29,5.5,880512.0
Peshawar,PEW,22.908993904589362,26.802026806950842,4,5.1,5.1,27,6.28,1004860.0
Quetta,QTA,18.94564495260396,27.89240089772572,6,5.4,5.4,24,4.67,747972.0
Karachi,KHI,12.17022118781269,46.76713746614319,2,5.8,5.8,32,2.66,426024.0
Bahawalpur,BWP,20.88234845694383,35.635211747406125,12,5.5,5.5,29,4.93,788170.0
Hyderabad,HYD,9.442739598225998,41.88246346179622,0,5.7,5.7,31,2.03,324662.0
Karachi,KHI,16.537286433741052,43.87895268801823,8,5.8,5.8,32,4.19,669782.0
Bahawalpur,BWP,9.602596545994395,47.979190813997874,6,5.5,5.5,29,2.46,392803.0
Multan,MUL,8.916168491479567,44.91907294058268,12,5.6,5.6,30,2.06,330358.0
Multan,MUL,21.364378585988522,35.69474002417948,10,5.6,5.6,30,5.42,866407.0
Hyderabad,HYD,27.266775854901418,42.570371075958676,4,5.7,5.7,31,7.2,1152560.0
Islamabad,ISB,19.37413823061359,35.88718042138024,10,4.9,4.9,25,4.88,781482.0
Islamabad,ISB,12.571390223504583,43.968456862151186,2,4.9,4.9,25,3.2,512769.0
Hyderabad,HYD,17.13575162660205,28.50644032728943,2,5.7,5.7,31,4.17,667720.0
Bahawalpur,BWP,21.420953600070533,31.47453381747783,0,5.5,5.5,29,5.51,881739.0
Hyderabad,HYD,8.546909350147471,20.11742317206172,4,5.7,5.7,31,1.96,313726.0
Lahore,LHR,25.56665334446936,28.014957877639695,4,5.2,5.2,28,5.94,950922.0
Peshawar,PEW,13.001085563540604,30.17712021586601,0,5.1,5.1,27,3.53,564624.0
Peshawar,PEW,10.869931018759598,20.37733437458586,10,5.1,5.1,27,2.7,432399.0
Islamabad,ISB,23.5178401442706,27.309157080367488,8,4.9,4.9,25,6.7,1071645.0
Quetta,QTA,26.206786784575446,32.83007257472507,0,5.4,5.4,24,6.54,1046723.0
Bahawalpur,BWP,9.972349087184938,30.12077235071839,8,5.5,5.5,29,2.55,408654.0
Quetta,QTA,18.111920595842125,26.708076449710134,0,5.4,5.4,24,4.51,721145.0
Karachi,KHI,15.58112510599338,24.829532950621243,6,5.8,5.8,32,3.43,548376.0
Multan,MUL,13.238746551587973,48.15342921231223,0,5.6,5.6,30,3.24,518436.0
Karachi,KHI,10.491355936076037,37.10561647399413,0,5.8,5.8,32,2.47,394513.0
Karachi,KHI,22.941777389835842,22.222247216313434,12,5.8,5.8,32,5.45,871918.0
Islamabad,ISB,16.97367320916419,28.622076015364478,10,4.9,4.9,25,5.21,833932.0
Bahawalpur,BWP,8.031423547741888,33.48750058760787,0,5.5,5.5,29,2.0,319916.0
Hyderabad,HYD,20.590934083861683,49.97621896830323,6,5.7,5.7,31,4.85,776272.0
Peshawar,PEW,11.609398941837373,28.555597880301434,0,5.1,5.1,27,2.94,469875.0
Hyderabad,HYD,27.926649394001853,49.25261509123044,6,5.7,5.7,31,6.06,968801.0
Peshawar,PEW,10.482491979371456,46.100747765604964,10,5.1,5.1,27,2.83,453542.0
Bahawalpur,BWP,11.624079713783358,32.89493772539008,10,5.5,5.5,29,2.77,443445.0
Karachi,KHI,20.93916154805116,24.14849520214243,0,5.8,5.8,32,5.22,834673.0
Quetta,QTA,20.151072942234116,37.96649284271952,6,5.4,5.4,24,5.13,820523.0
Lahore,LHR,28.70672327065508,45.85640993354772,0,5.2,5.2,28,7.5,1199821.0
Karachi,KHI,17.026441664766825,29.988698431142545,6,5.8,5.8,32,3.59,575157.0
Bahawalpur,BWP,13.715477155765528,27.639850592973403,12,5.5,5.5,29,3.17,507923.0
Bahawalpur,BWP,12.134371073223498,24.44179278466489,2,5.5,5.5,29,2.91,466190.0
Islamabad,ISB,25.344789680788075,44.54312504965245,0,4.9,4.9,25,6.38,1020829.0
Karachi,KHI,26.13389569030324,36.9452431015228,2,5.8,5.8,32,5.68,908560.0
Peshawar,PEW,19.78035264100944,48.072477845736515,4,5.1,5.1,27,5.15,824606.0
